kappa,phi,epsilon_star,mu,gamma,theta,J_total,info_term,foam_gain,foam_cost,boundary_term,governor_term,in_stable_region,region
0.3772666421413645,0.964886053621655,0.4815991745216345,127.38758332103134,2.536517678872689,3.0437391826768576,-2.282092741128441,1.4870444658441986,1.744631532065398,5.3102033534810085,0.014309277922334074,0.18925610763469533,False,boundary_collapse
0.3063564449397208,0.1328293831455342,0.3086865236501495,252.33415356797303,0.3522458811249478,2.8225323191542833,-3.032892160988272,0.13376920456367358,1.680039380239131,4.741965448176879,0.06774112440287318,0.03699417321132395,False,boundary_collapse
0.8674392973699883,0.31321008269360545,0.0809984873246993,245.7474746182264,4.929687225141944,2.458449951539429,-1.985039608123543,0.3378979255174445,1.5679444988708717,3.8547130772656084,0.017246386475761585,0.018922568770489437,False,boundary_collapse
0.6549219926652907,0.7778414576425586,0.12644239655627584,364.65174160870606,1.902137350324341,6.341443014406115,-12.435042171421184,1.0545749950080396,2.518222193216102,15.969162535892698,0.03271114204823136,0.005965681704395946,False,boundary_collapse
0.6201767396848052,0.576839468826535,0.05424198732666007,417.9806428034405,1.6718223183615057,1.9058591784785495,-0.6156726324037516,0.7003090512633927,1.3805285866212802,2.631093077964186,0.035002197074609276,0.03041499524962905,False,boundary_collapse
0.08669762739928752,0.6258947194375352,0.3420065373027184,10.260738806072364,2.609255985666477,2.3036329632194823,-1.259766968841813,0.7790835416741492,1.5177723687099731,3.4963904592240076,0.003200052998238921,0.05703236700368855,False,boundary_collapse
0.6306555113685048,0.2551861218144424,0.34855949167020833,194.59420245766762,4.689976944809999,1.4183333942526328,-0.3038386416029046,0.26903245085124144,1.190938031239507,1.689147180192478,0.013166149203532769,0.06149579429764224,False,boundary_collapse
0.3569597159452326,0.20099143390412427,0.46309987295649574,438.91499798372854,1.3639139758042627,6.616841258040081,-14.432410641464456,0.20755155627668367,2.57232215284946,17.02064734994479,0.02438392705070814,0.167253073595098,False,boundary_collapse
0.7854999801810942,0.5941287223235215,0.2695287833944432,122.44244086842494,0.5562035622489062,8.9772967916356,-23.312926829133556,0.7275845345139431,2.9962137426484783,26.897900018932678,0.11970370558322942,0.01912138178006712,False,boundary_collapse
0.8603762514469974,0.6634602969732084,0.17612459761386334,175.90636815710513,3.6571828264641733,8.976247086528142,-23.0788393320473,0.8424565818668523,2.996038565594265,26.893182445541477,0.022899504527350463,0.0012525294395862151,False,boundary_collapse
0.8483777818386056,0.7940892358132853,0.324595506615601,43.90170256753432,0.8919806990636076,8.990614175844438,-23.003465991121512,1.087404774896388,2.998435287920091,26.95777480492657,0.08552361781226614,0.04600763119915664,False,boundary_collapse
0.595786153693631,0.1081853759388004,0.05972105600435573,332.4238810158118,0.12480176084647157,1.6500401116041115,-1.019862183462948,0.10799542943872069,1.284538871192348,2.119540662382041,0.2650273518544738,0.027828469857501776,False,boundary_collapse
0.5438604104299275,0.715786725946497,0.32946101715627424,113.68611611135877,3.589678184602926,2.4106284205931603,-1.3182316248877943,0.9356445335577297,1.552619857078081,3.7427895538497125,0.014740050031990972,0.048966411641901686,False,boundary_collapse
0.3428597283433409,0.7643773505550415,0.3283201205331352,424.9132584261006,3.322303172271683,5.704670603187942,-10.267205862524104,1.0279246952328003,2.3884452271693277,13.625293274757412,0.010018391448229141,0.04826411872059021,False,boundary_collapse
0.13430729104528322,0.4272670647228959,0.1399491601640455,123.50684240278362,4.867751718286983,3.9613223604342656,-5.416680081767021,0.4836715493862605,1.9903071020408547,7.884248027445562,0.0027035830021633223,0.0037071227464114728,False,boundary_collapse
0.8528418996594019,0.661713377137564,0.39945753873540774,252.31327236638566,2.92682903466916,4.950551053497695,-8.080651916362667,0.8394469880260726,2.2249833827464185,11.014893829470147,0.028176084274697717,0.10201237339031413,False,boundary_collapse
0.22571868901824005,0.7429823825827397,0.14757845759601934,14.109351282864012,3.2628142499451225,1.8122512601001368,-0.11635404484564767,0.9865637203166375,1.3461988189343121,2.439650505959023,0.006712196161947498,0.00275388197562662,False,boundary_collapse
0.8964127259176228,0.9489964335323028,0.4582835512080198,186.3390327272113,0.1757374209914504,9.286769697747868,-24.295285838064036,1.4448289385182893,3.047420170857289,28.3006892990231,0.3250965076464603,0.1617491407700535,False,boundary_collapse
0.43536573348558283,0.9603227889488659,0.4821737887737339,426.7987088227453,1.54279957114097,3.881722399589156,-4.41926369683575,1.4747938275221617,1.9702087198033502,7.647803319526539,0.026501451615501045,0.189961473019221,False,boundary_collapse
0.8160230043651712,0.3820605845890871,0.09305144587618532,279.2870287042584,4.6871583933878265,6.975496476915981,-15.389589185494124,0.4241204944880091,2.6411165208895993,18.42309898658999,0.017046083235772766,0.014681131045967572,False,boundary_collapse
0.5630550530804285,0.186487079455984,0.31135354108259317,495.0468173519231,0.7864116746589678,5.20738004101918,-9.511531726941119,0.1915321089050863,2.28196845749874,11.883076999814264,0.06352071719915632,0.03843457633152485,False,boundary_collapse
0.8396357647351599,0.759284069801242,0.35153771308768134,351.83707382558043,1.8615066409768006,2.9712388504317087,-2.4862965153811176,1.0179702306698815,1.7237281834534437,5.1216081462609475,0.04280565495903873,0.06358112828445699,False,boundary_collapse
0.7784250399306623,0.8210009212644709,0.4348654361042508,456.7937951731227,2.6055777544185954,5.040087132137636,-8.09165174971264,1.1434809784663782,2.245013837849922,11.315065355618321,0.028771120647313974,0.13631008976330494,False,boundary_collapse
0.7684656610700976,0.678467898392211,0.35396376985627465,398.3047493791783,4.461026174906075,3.4130518106727807,-3.671560649228274,0.8685736455204988,1.8474446705308336,6.305424377873041,0.016848525564226186,0.06530606184233928,False,boundary_collapse
0.38802465737594954,0.1836439264583734,0.29335726908812526,19.89925235077756,2.381430288849055,5.449314115340387,-10.242866074140318,0.18841271068632462,2.33437660100944,12.720751362401058,0.015637137143027478,0.02926688629199778,False,boundary_collapse
0.30788712691545594,0.6258416019064196,0.02494512247013422,20.59939799710878,4.1307427472323255,3.633896882042065,-4.295504854232773,0.7789958748082467,1.9062782803258462,6.927218699180602,0.007277377645257918,0.04628293254100604,False,boundary_collapse
0.1643544613866963,0.5647965014487759,0.3872968410183193,109.4788716934279,3.1521633315131017,0.8992072766879915,0.6807449273056818,0.6816102686181386,0.9482654041395749,0.852687151633785,0.00505369640553166,0.09138989741271508,False,transition_zone
0.09651354905174692,0.5729056220956518,0.2749112095889522,319.44009094610686,3.657847535241042,9.75972819065222,-26.695493072495335,0.6941743833391724,3.124056368033749,30.48994100428557,0.002568319979633133,0.021214499603055072,False,boundary_collapse
0.5146703134710757,0.38743126091770896,0.3996412354366648,136.87446112851296,2.250959961457617,0.8306409943555463,0.46135169994386915,0.43106802620905754,0.9113950813755505,0.7570421166445412,0.02189192167917549,0.10217736931702212,False,transition_zone
0.07281566907391177,0.9567570890633533,0.41963025905098084,348.5951546346616,2.1038694276299226,1.7742784847049153,0.3096964559180818,1.4652931523984694,1.3320204520595453,2.3633752292761665,0.003303991977066397,0.12093792728669997,False,transition_zone
0.19079333840397744,0.3227161793664899,0.27912106570599904,357.868769504631,3.3349671459168837,2.835342274612131,-2.7694229354540467,0.3495003321797672,1.683847461800543,4.774283892441415,0.005554444345436371,0.022932392647505937,False,boundary_collapse
0.9093787525968746,0.756728255859234,0.28163348573058633,306.6369316247074,2.156040305896171,2.5149233455365163,-1.4537418702206433,1.0130008312489382,1.5858509846566657,3.9882936638551203,0.0403086217130168,0.023991400558110318,False,boundary_collapse
0.3703754107861354,0.7744830383132885,0.017052809428580375,59.80417497244429,0.3254129459065885,0.4552515830737528,1.2772285304772497,1.0478812523988643,0.6747233381718412,0.3071688678395378,0.08706256223510928,0.0511446300188087,False,transition_zone
0.8199145256099065,0.726255494848221,0.24234517625278934,50.72141200419873,2.5089177880724787,4.761044119266628,-7.293244213602639,0.9550333366432653,2.1819816954471976,10.388511119456307,0.031427380707756074,0.010320745529038522,False,boundary_collapse
0.20588168291901365,0.486127967821796,0.205267319854713,308.6933488300038,3.211958889251455,0.500774897231843,0.9090672890947807,0.5650869293913822,0.7076545041415642,0.3543756115871426,0.006216311548648044,0.003082221302375008,False,transition_zone
0.38715135316382404,0.6570153249856704,0.25653676670424297,428.5319409117845,3.3275987949328307,1.6711975494602254,-0.062146746535787493,0.8313841915094902,1.292748061093199,2.160437391768412,0.011295118720900672,0.01454648864916429,False,boundary_collapse
0.11351187266038686,0.6717531576036209,0.022990542165394687,293.7162394741847,4.707128182982292,5.775968069864995,-10.671195772037027,0.8568297973362272,2.4033243788271683,13.881524873633849,0.0023613240242319746,0.04746375054234131,False,boundary_collapse
0.39935293358586965,0.6725265144136943,0.23454391634084315,273.7171610793356,4.713177563004973,3.8917212461177035,-4.8630879851007,0.858177510590545,1.9727445972851385,7.6773720624184865,0.008297074611486904,0.008340955946410655,False,boundary_collapse
0.9150715074415228,0.9057620713408967,0.10593765604675524,36.5419278358324,0.5938122067493906,0.23130716523291978,1.5628685501455855,1.3358499038832425,0.48094403544790926,0.11124580147513677,0.131890373005797,0.010789214704632566,False,transition_zone
0.13499866468033556,0.7078760283405576,0.044882437745512205,160.84986388629312,4.239889023750328,0.28155576057146736,1.2641621977705473,0.9211643580184322,0.5306182814146789,0.14939863379683482,0.0031106478516281524,0.035111160014101014,False,transition_zone
0.7830216343300421,0.35085074954832596,0.06790076553461157,348.97510835134705,3.181819949221432,8.780846534594177,-22.72024175498339,0.3843963146286479,2.963249320356655,26.019837525792283,0.02385937213026582,0.0241904920461445,False,boundary_collapse
0.7115639394234972,0.8150980280425152,0.14819694055994018,90.36489280230197,3.7780122830402063,8.078005655709276,-19.007031557683575,1.1309930814225952,2.8421832551243553,22.959172409456745,0.01834867678308795,0.002686807990694761,False,boundary_collapse
0.941454627800606,0.4672297324511696,0.19228886203846376,388.6536544495144,1.7699373472397877,9.31103538975547,-24.87403597616151,0.5384431281086137,3.0513989234047174,28.411683364083064,0.050346854090608226,0.0018478095011700676,False,boundary_collapse
0.8225714766587106,0.48180468436376633,0.3779268232178337,377.7623512941718,0.6053069572960698,9.030401421461688,-23.773145680606284,0.5589481672858875,3.0050626318700395,27.136921862420607,0.11662602617904082,0.08360859116256388,False,boundary_collapse
0.5047271352030714,0.83554714483589,0.16682430450499977,447.97056779110784,2.0070882257973994,0.15783463222896868,1.4839651833614518,1.1747237557059673,0.3972840699411048,0.06270518506958216,0.023953773222384372,0.001383683993653935,False,transition_zone
0.8648437787773372,0.18124514233965888,0.1664636824193033,475.13085959130086,4.757975019994025,5.755706986826696,-11.242854778964102,0.18578609268180038,2.3991054555451905,13.808548032615496,0.017802557139917137,0.0013957374356770246,False,boundary_collapse
0.6186534909528193,0.4991165145607046,0.15367327813205162,165.67494359421815,3.3953404347774887,7.536126567904915,-17.379149426149155,0.5836884633251138,2.745200642558739,20.68817949661656,0.01769937728518288,0.002159658131265657,False,boundary_collapse
0.7624211393532636,0.8027601470871529,0.05469099049385828,248.2213117418856,0.382037924081557,5.517812379121168,-9.695481389811048,1.1052355619542535,2.349002422119051,12.961354643354108,0.15816621499354647,0.0301985155366978,False,boundary_collapse
0.4473774512360393,0.8900567226548868,0.18194835615051858,60.29937418094772,0.8006592420588957,7.627030785588848,-17.05472685509133,1.2982155122974184,2.7617079471929773,21.063631534046216,0.049672221229123244,0.0013465593063888993,False,boundary_collapse
0.606396256984635,0.18999918174928332,0.051212334996348745,351.0826274666418,0.45653873118454835,8.227507589939044,-20.676577463486787,0.19539478781021963,2.868363224896569,23.599480203538555,0.10895850064091117,0.03189677201411237,False,boundary_collapse
0.6856180044408465,0.1724004147712908,0.05157047990174404,493.3465100935854,1.9339268992049898,3.7378893633155643,-5.182618133328999,0.17614241690938656,1.9333621914466943,7.226693970845068,0.03370907797663904,0.03171969286337155,False,boundary_collapse
0.7815196105317523,0.9430512338716343,0.49314052127320673,377.18233625895294,1.9436719691014874,0.8808321311517542,1.2992704531933263,1.429345975693914,0.9385265745580964,0.8266843628105638,0.038240951696144866,0.20367678255197538,False,transition_zone
0.749432224334693,0.5969797822648665,0.21786878453101838,453.3644837771785,0.6448676633001416,4.951619787694048,-8.166643319174053,0.7321323069532079,2.225223536567517,11.018460895710247,0.10061280161019855,0.0049254653743337614,False,boundary_collapse
0.06021828029067716,0.5171079713747724,0.0375886050841003,61.17132230149981,0.675878609207814,6.509642506054832,-13.494219912878634,0.6098576513443889,2.5514001070108216,16.608702586550493,0.007761301777885219,0.039013782905466685,False,boundary_collapse
0.7214403913388809,0.619198200936472,0.48146454875252553,188.68554860280463,1.4999892227811178,8.69256132548513,-22.146202113995002,0.7680731798886464,2.9483149976698777,25.62840892409296,0.04509032817639021,0.1890910392841782,False,boundary_collapse
0.2512362546675074,0.957268060102144,0.015955692598010007,484.9996557004042,0.311483568557823,8.916873981295808,-22.28693007539098,1.4666507813295617,2.986113524515739,26.626797991949914,0.06105620585241009,0.05184018343395738,False,boundary_collapse
0.5249309981776699,0.9837386685461773,0.04616031672034544,277.81943363185775,4.849582424533585,5.25482354949298,-8.25976886300187,1.5387890527375716,2.2923401906115464,12.04584321707478,0.010605561301004818,0.034449327975203406,False,boundary_collapse
0.6164587743217362,0.7192163331963093,0.23272512173620888,314.5239238818636,2.9631401284231913,9.01652220438534,-23.157703311006486,0.9419677220092123,3.0027524380783275,27.074384032205458,0.020125059529649072,0.00791437935892027,False,boundary_collapse
0.09090174230731207,0.35005723873708494,0.4757016271975138,445.3513643776763,2.332718088649994,6.22031934812529,-12.82220211780339,0.38340044830246905,2.494056805312439,15.513829801408516,0.0037366328113158744,0.18209293719846514,False,boundary_collapse
0.2996430646830194,0.26742783215414756,0.23721221842059126,177.9694095569743,2.9599149480692732,0.8234596378015991,0.42470811271908615,0.2832903809569551,0.9074467685774186,0.7472457873769927,0.00979252919667216,0.008990720241622709,False,transition_zone
0.9269553268995498,0.9777275625868466,0.3520992398696751,268.97599043937197,1.6166853198030062,8.14726044608414,-18.99660296748314,1.5220880269980364,2.854340632455093,23.255056534452166,0.05399681095926889,0.06397828152483345,False,boundary_collapse
0.6662580552984914,0.24472907601695326,0.4563543204019828,411.6235469757382,4.754019575130428,7.270909108464181,-16.825602882647868,0.25696372735965556,2.6964623321055647,19.60573253113692,0.013725903758445164,0.15957050721772323,False,boundary_collapse
0.6020736763422109,0.47223630229865077,0.4670369568434665,433.29981697120337,0.3215714835203281,0.3123513962476574,0.6151320692092681,0.545453900875216,0.5588840633330471,0.17456821752264146,0.14281650915156813,0.17182116832478544,False,transition_zone
0.3888170301902446,0.8213924643958312,0.4937653033643228,76.90761176955704,3.0112405052254623,3.8398640234786634,-4.6375323696615816,1.1443131449327457,1.959557098805407,7.524432805655107,0.012497170486730606,0.20447263725789744,False,boundary_collapse
0.9229229580331428,0.8494858415907807,0.42078106530845755,235.4091935778952,2.1326155614545597,2.7704003657105267,-1.9048410995854712,1.2053101380102915,1.6644519715841988,4.611198350784472,0.0413381942671695,0.12206666412832057,False,boundary_collapse
0.10073794698583441,0.8696029148669974,0.408321494473738,499.85940129649305,4.983520501662136,5.576545470746143,-9.668859355682933,1.2506297314840353,2.3614710395738805,13.168850630033907,0.001981657140025236,0.11012783956691709,False,boundary_collapse
0.7420886736624595,0.9408414995953609,0.42632722143193164,125.17935466811244,2.3076662630194584,1.335136180757375,0.8779871864558084,1.4236333046227003,1.155480930503561,1.5427243964905022,0.03082190771456027,0.12758074446539042,False,transition_zone
0.9086459245328501,0.6394954246612832,0.12203497469669673,336.5069408341167,3.1288283782436896,3.6137190444267624,-4.20191807810037,0.8017077323814652,1.9009784439668858,6.869602006007888,0.028141660630073655,0.006860587810759112,False,boundary_collapse
0.1522018329796661,0.6977001440775916,0.2649507734428587,386.6145590843484,2.648801155448768,8.529205928169475,-21.109118800691473,0.9027490573472969,2.920480427629926,24.909378976444085,0.0055370259386702605,0.017432283285936996,False,boundary_collapse
0.546716154897037,0.5992347946664938,0.43956026530258907,202.9344673737737,0.7566746194081396,0.33638762931772276,0.9155749113291993,0.7357394953270039,0.5799893355206824,0.19510123760536366,0.06381841395917075,0.1412342679539526,False,transition_zone
0.729623530106257,0.6520755007045835,0.35499908636861954,108.05615243143754,0.7682202303751718,0.1947194233954252,1.0282151066221419,0.8229547851580576,0.4412702385108531,0.08592388640439506,0.08403668845529838,0.06604934218707552,True,transition_zone
0.36552880292593726,0.6250267413006234,0.20219958209886885,219.86251116781708,4.530377603019367,3.515141896881838,-3.94853913718945,0.7776516701735129,1.8748711680757795,6.590438194158963,0.007894146747072723,0.0027296345327062137,False,boundary_collapse
0.5125905402438297,0.7974511813396173,0.20430596333742237,311.799176713481,4.325582172859051,9.49773020539354,-25.10889241087487,1.0942921167961774,3.0818387701814545,29.270473175705277,0.011582443172955066,0.0029676789742686892,False,boundary_collapse
0.18236613283613412,0.92466298639373,0.2511369836089737,130.60570537288126,2.3497652055674805,9.801324124090497,-26.192168559470844,1.382483308217218,3.1307066493190474,30.68507060742131,0.00744422903965156,0.012843680546146255,False,boundary_collapse
0.4933562845935826,0.3925889331558823,0.3203664186151956,121.59251815154015,0.4717303077324533,1.3323532330109598,-0.07566030140262853,0.43777165615026264,1.1542760644711298,1.5379034462852768,0.08629178441672775,0.043512791322016575,False,boundary_collapse
0.1652412550619952,0.23519339722594199,0.07802531459821097,321.15562291200087,0.9912124135558097,3.4893894690724383,-4.439311906746351,0.24604569645497198,1.8679907572235035,6.518147276580343,0.015142904626931648,0.020058179217551913,False,boundary_collapse
0.8571095689154106,0.5218258598339564,0.3371032918753033,87.81529585841166,1.0422161921624868,0.45664273185146464,0.8551306957779873,0.6167992706763891,0.6757534549312083,0.3085779037178526,0.07503917163813782,0.05380495447361955,False,transition_zone
0.20204155676494806,0.3479454017384432,0.09673513729560593,46.173861811013694,0.691115768392944,4.634748741925621,-7.483342867348165,0.3807534099755501,2.152846660105085,9.977903349480819,0.025538810479706537,0.01350077746827531,False,boundary_collapse
0.23570034656521327,0.42420017633278717,0.25667446271887984,345.8166246574239,0.2926294852213848,8.004133469144975,-19.41086818808816,0.47955284311317997,2.8291577314008096,22.64495608739549,0.06003123948582547,0.014591435720835384,False,boundary_collapse
0.615110350541817,0.172765538434496,0.4380535258123208,460.59445546484295,0.39928200328883245,2.8049325990646765,-3.109193073186109,0.17653924932317505,1.6747933003999855,4.697682324987039,0.12319898303764383,0.13964431488458667,False,boundary_collapse
0.7755811518137552,0.765951124441456,0.10041529948462488,106.25596302168174,1.9153133036777719,4.871003702650662,-7.563286523838536,1.0310144695263275,2.2070350478981213,10.75047589019153,0.03848439596951933,0.012375755101936396,True,boundary_collapse
0.6064292943772663,0.4283331392170975,0.23664201090524248,374.24052719061075,0.27974769416392975,2.561747596223006,-2.183085074903933,0.48510600252824776,1.6005460306479804,4.100194946656738,0.1596926864065388,0.008849475016884066,False,boundary_collapse
0.6920146272960972,0.8967340855416074,0.2607219466366764,266.9925156621272,0.6251428555649027,4.501753049893373,-6.227068226868148,1.3140965255013506,2.121733501147911,9.551520259853554,0.09543148939349368,0.0159465042703624,False,boundary_collapse
0.5293555398095208,0.3157987482349094,0.14192918316519668,189.88751322610207,0.19834886911085922,3.2546876975526233,-3.907443902817606,0.3410482168144506,1.804075302628087,5.87170169292216,0.17742837148574042,0.0034373578522422232,False,boundary_collapse
0.24030320629689017,0.3914726434383441,0.0686834445914331,445.48258580846766,3.008603022414839,6.8070680754876705,-14.746117358907807,0.43631812679334503,2.60903585170608,17.759884653951243,0.007730263548100676,0.023856419907885753,False,boundary_collapse
0.7602541147466044,0.543613557046861,0.05259094116283761,269.4790578256368,2.975521478302308,7.467122768134082,-17.07872391072429,0.6492969159673992,2.7326036610042963,20.404687013371728,0.024719518953457798,0.03121795537079977,False,boundary_collapse
0.4384935916067114,0.21354646948805175,0.149050193841375,182.8149836065203,3.2649944825248465,5.729244131455673,-11.113907517779683,0.2215631559621127,2.3935839512028134,13.7134268055752,0.013031034490068401,0.0025967848793404255,False,boundary_collapse
0.3704870533080616,0.977998571425752,0.3068296614848747,120.13894228452526,0.5987341158399784,1.5709484348841036,0.718193722001637,1.5228368403684807,1.253374818194503,1.9689872089658025,0.053022608301110816,0.03600811929443332,False,transition_zone
0.2713619555460573,0.24300642220100455,0.10141784178513982,143.97739400953586,0.9495306169442986,8.97281597503293,-23.665247402890778,0.25498522190771356,2.9954659028326343,26.8777643056031,0.02585555401290968,0.012078668015113432,False,boundary_collapse
0.12221037109547798,0.5668151367175267,0.21109444522493415,491.224551220486,0.6489906206234565,4.008663210505129,-5.359283671781952,0.6847276892614406,2.0021646312192036,8.02600369854299,0.0163166757674149,0.003855617952191543,False,boundary_collapse
0.9225233899478319,0.8703013420456425,0.41036531476514715,130.43560786838003,0.9373491782113226,6.703000038248088,-13.713899655682745,1.2522290028657608,2.5890152641975845,17.354169414941293,0.0889308450158044,0.11204366278899357,False,boundary_collapse
0.8864383902148272,0.5955189747823976,0.2900902178402509,141.42958864282153,3.870515372640491,1.9110852981473574,-0.5797693005492475,0.7298003581620356,1.382420087436289,2.6419227049630765,0.022325524699462973,0.027741516485032813,False,boundary_collapse
0.34131131276381926,0.478638430368611,0.25872908555538293,122.72004674270995,0.6627004412220974,6.125669422294243,-12.191630494889472,0.5544688192087049,2.4750089741845875,15.161086793066369,0.04475037568051306,0.01527111953588127,False,boundary_collapse
0.30976749791623015,0.6173020170661249,0.08563773048435913,241.6077707236991,2.709688219502771,0.5656441913831477,1.0634005393718606,0.7649706945373795,0.7520932065795752,0.4254171536804625,0.011024977638659478,0.017221230425972078,False,transition_zone
0.35294385037452847,0.2196290624756871,0.04105373553165619,495.00019573019273,1.6795338403761428,8.108250736253616,-20.06930312801523,0.22840066532317824,2.8474990318266338,23.08823612128976,0.019833500345232333,0.03713320353004701,False,boundary_collapse
0.2791765892873874,0.706537422779297,0.3825116513459464,298.62809282270644,2.4107233238957764,4.147817095765322,-5.590667343369958,0.9187284139637025,2.036619035501073,8.447523253012433,0.011119368933658596,0.08737217088864323,False,boundary_collapse
0.36398143988869575,0.927280938380565,0.41700350981598727,482.5834015119233,0.7090563950791692,7.32213137827626,-15.881638468499274,1.3890629744479925,2.7059437130650483,19.813275369282962,0.04498838920284152,0.1183813975265133,False,boundary_collapse
0.894506411138934,0.26129742888743757,0.04258317100972098,371.07808334644943,2.9149182545815684,8.426196328744807,-21.34655190616945,0.27613268182041417,2.902791127302274,24.45948793998742,0.029669342105034285,0.0363184331996816,False,boundary_collapse
